id,process_date,avg_price,min_price,max_price
421,20220302,4978667000000000000000,4870000000000000000000,5111000000000000000000
422,20220303,6488857000000000000000,4949000000000000000000,9999000000000000000000
423,20220304,5398571000000000000000,4150000000000000000000,7000000000000000000000
424,20220305,5893100000000000000000,4969000000000000000000,7000000000000000000000
425,20220306,7453375000000000000000,11800000000000000000000,8900000000000000000000
426,20220307,6063083000000000000000,11200000000000000000000,7000000000000000000000
427,20220308,5254571000000000000000,4700000000000000000000,6123000000000000000000
428,20220309,5588500000000000000000,3678000000000000000000,6469000000000000000000
429,20220310,5625182000000000000000,4725000000000000000000,7750000000000000000000
430,20220311,7681500000000000000000,5475000000000000000000,9888000000000000000000
431,20220312,5539222000000000000000,4650000000000000000000,6200000000000000000000
432,20220313,5884714000000000000000,4400000000000000000000,9888000000000000000000
433,20220314,7949000000000000000000,18800000000000000000000,4400000000000000000000
434,20220315,5428000000000000000000,4285000000000000000000,6500000000000000000000
435,20220316,5913750000000000000000,5400000000000000000000,6900000000000000000000
436,20220317,5567000000000000000000,5000000000000000000000,5999000000000000000000
437,20220318,5059100000000000000000,4075000000000000000000,6999000000000000000000
438,20220319,5646778000000000000000,4075000000000000000000,8860000000000000000000
439,20220320,5176600000000000000000,3985000000000000000000,6950000000000000000000
440,20220321,6128167000000000000000,12000000000000000000000,6215000000000000000000
441,20220322,6869333000000000000000,14420000000000000000000,7222000000000000000000
442,20220323,4934375000000000000000,3500000000000000000000,6988000000000000000000
443,20220324,8808875000000000000000,13888000000000000000000,4788000000000000000000
444,20220325,8548800000000000000000,5848000000000000000000,9900000000000000000000
445,20220326,5846125000000000000000,13999000000000000000000,7088000000000000000000
446,20220327,5494750000000000000000,4929000000000000000000,6700000000000000000000
447,20220328,7800667000000000000000,11888000000000000000000,6615000000000000000000
448,20220329,6732000000000000000000,10888000000000000000000,4888000000000000000000
449,20220330,4815000000000000000000,3865000000000000000000,6969000000000000000000
450,20220331,5809125000000000000000,10888000000000000000000,6249000000000000000000
451,20220401,5453000000000000000000,3870000000000000000000,9997000000000000000000
452,20220402,5535750000000000000000,3999000000000000000000,6444000000000000000000
453,20220403,5302200000000000000000,3870000000000000000000,6980000000000000000000
454,20220404,4967000000000000000000,4050000000000000000000,5999000000000000000000
455,20220405,6399000000000000000000,12300000000000000000000,5100000000000000000000
456,20220406,5377143000000000000000,3685000000000000000000,6888000000000000000000
457,20220407,5458000000000000000000,4888000000000000000000,5995000000000000000000
458,20220408,4826600000000000000000,3895000000000000000000,6000000000000000000000
459,20220409,5643333000000000000000,3975000000000000000000,7400000000000000000000
460,20220410,5757500000000000000000,4444000000000000000000,7499000000000000000000
461,20220411,4775000000000000000000,4100000000000000000000,6000000000000000000000
462,20220412,4917500000000000000000,3685000000000000000000,7900000000000000000000
463,20220413,4519125000000000000000,3750000000000000000000,6488000000000000000000
464,20220414,5368333000000000000000,3785000000000000000000,8420000000000000000000
465,20220415,5120500000000000000000,3920000000000000000000,5888000000000000000000
466,20220416,4589000000000000000000,4099000000000000000000,5169000000000000000000
467,20220417,4684667000000000000000,3785000000000000000000,5999000000000000000000
468,20220418,4802857000000000000000,3850000000000000000000,6410000000000000000000
469,20220419,4086500000000000000000,3850000000000000000000,4588000000000000000000
470,20220420,4382000000000000000000,3695000000000000000000,4999000000000000000000
471,20220422,5797500000000000000000,11800000000000000000000,4000000000000000000000
472,20220423,4461000000000000000000,3600000000000000000000,5000000000000000000000
473,20220424,6937000000000000000000,3875000000000000000000,9999000000000000000000
474,20220425,4066000000000000000000,3495000000000000000000,5000000000000000000000
475,20220426,4629833000000000000000,3495000000000000000000,7420000000000000000000
476,20220427,3613600000000000000000,3495000000000000000000,3888000000000000000000
477,20220428,4881500000000000000000,4195000000000000000000,5888000000000000000000
478,20220429,4185125000000000000000,3495000000000000000000,5688000000000000000000
479,20220430,4265545000000000000000,3490000000000000000000,5450000000000000000000
480,20220501,4743400000000000000000,3490000000000000000000,7795000000000000000000
481,20220502,5617800000000000000000,3645000000000000000000,6599000000000000000000
482,20220503,4892833000000000000000,3595000000000000000000,6999000000000000000000
483,20220504,4565000000000000000000,3990000000000000000000,5150000000000000000000
484,20220505,4842444000000000000000,3610000000000000000000,5400000000000000000000
485,20220506,11666000000000000000000,20000000000000000000000,9999000000000000000000
486,20220507,3521000000000000000000,3220000000000000000000,3800000000000000000000
487,20220508,5076250000000000000000,3485000000000000000000,8000000000000000000000
488,20220509,4793286000000000000000,3550000000000000000000,6969000000000000000000
489,20220510,4356286000000000000000,3685000000000000000000,6249000000000000000000
490,20220511,5335214000000000000000,12123000000000000000000,7485000000000000000000
491,20220512,5910542000000000000000,13140000000000000000000,9888000000000000000000
492,20220513,5561278000000000000000,4450000000000000000000,8499000000000000000000
493,20220514,6546556000000000000000,19500000000000000000000,6500000000000000000000
494,20220515,7502800000000000000000,12250000000000000000000,8765000000000000000000
495,20220516,4799750000000000000000,4250000000000000000000,5100000000000000000000
496,20220517,5604500000000000000000,4789000000000000000000,6420000000000000000000
497,20220518,6088600000000000000000,4000000000000000000000,8500000000000000000000
498,20220519,6562111000000000000000,4170000000000000000000,9850000000000000000000
499,20220520,7648500000000000000000,5399000000000000000000,9898000000000000000000
500,20220521,5595250000000000000000,4025000000000000000000,6999000000000000000000
501,20220523,4821600000000000000000,4120000000000000000000,5000000000000000000000
502,20220524,3404250000000000000000,3900000000000000000000,9000000000000000000
503,20220525,4907667000000000000000,3799000000000000000000,8300000000000000000000
504,20220526,6282375000000000000000,14420000000000000000000,7900000000000000000000
505,20220527,4746667000000000000000,3872000000000000000000,5999000000000000000000
506,20220528,4224600000000000000000,3500000000000000000000,5250000000000000000000
507,20220529,5500667000000000000000,3924000000000000000000,7690000000000000000000
508,20220530,5906250000000000000000,3925000000000000000000,9850000000000000000000
509,20220531,4894000000000000000000,4000000000000000000000,5788000000000000000000
510,20220601,4586000000000000000000,3400000000000000000000,5499000000000000000000
511,20220602,4464000000000000000000,3940000000000000000000,4988000000000000000000
512,20220603,4299500000000000000000,3499000000000000000000,5100000000000000000000
513,20220604,4524000000000000000000,3898000000000000000000,5150000000000000000000
514,20220605,7621250000000000000000,10000000000000000000000,8000000000000000000000
515,20220606,5425000000000000000000,3888000000000000000000,6388000000000000000000
516,20220607,5740462000000000000000,3799000000000000000000,9777000000000000000000
517,20220608,4596000000000000000000,4088000000000000000000,5500000000000000000000
518,20220609,6520000000000000000000,6350000000000000000000,6690000000000000000000
519,20220610,5273000000000000000000,4400000000000000000000,6350000000000000000000
520,20220611,5712500000000000000000,5425000000000000000000,6000000000000000000000
521,20220612,5085000000000000000000,4550000000000000000000,5985000000000000000000
522,20220613,4707667000000000000000,3999000000000000000000,5799000000000000000000
523,20220614,5507400000000000000000,4200000000000000000000,8000000000000000000000
524,20220615,4312333000000000000000,4188000000000000000000,4450000000000000000000
525,20220616,5025000000000000000000,4600000000000000000000,5450000000000000000000
526,20220617,4399500000000000000000,4249000000000000000000,4550000000000000000000
527,20220618,5919667000000000000000,4099000000000000000000,7485000000000000000000
528,20220619,3995333000000000000000,3398000000000000000000,4588000000000000000000
529,20220620,3066667000000000000000,3000000000000000000000,3200000000000000000000
530,20220621,4289333000000000000000,3480000000000000000000,4700000000000000000000
531,20220622,4752200000000000000000,3480000000000000000000,7485000000000000000000
532,20220623,4888000000000000000000,4888000000000000000000,4888000000000000000000
533,20220624,3500000000000000000000,3500000000000000000000,3500000000000000000000
534,20220625,4919500000000000000000,3439000000000000000000,6400000000000000000000
535,20220626,6700000000000000000000,6700000000000000000000,6700000000000000000000
536,20220628,3494250000000000000000,3440000000000000000000,3599000000000000000000
537,20220629,4709500000000000000000,4419000000000000000000,5000000000000000000000
538,20220630,4112500000000000000000,3200000000000000000000,5400000000000000000000
539,20220701,7592000000000000000000,11500000000000000000000,5877000000000000000000
540,20220702,3498000000000000000000,3498000000000000000000,3498000000000000000000
541,20220703,4648500000000000000000,3797000000000000000000,5500000000000000000000
542,20220704,3364000000000000000000,3250000000000000000000,3429000000000000000000
543,20220706,3541625000000000000000,3099000000000000000000,5499000000000000000000
544,20220707,4327000000000000000000,3166000000000000000000,5488000000000000000000
545,20220708,4429000000000000000000,3399000000000000000000,5888000000000000000000
546,20220709,3047000000000000000000,2995000000000000000000,3099000000000000000000
547,20220710,10930000000000000000000,18950000000000000000000,9900000000000000000000
548,20220711,4461600000000000000000,2900000000000000000000,6888000000000000000000
549,20220712,4796000000000000000000,2998000000000000000000,7890000000000000000000
550,20220713,4566750000000000000000,2998000000000000000000,5999000000000000000000
551,20220714,4557167000000000000000,2999000000000000000000,6888000000000000000000
552,20220715,5856833000000000000000,2997000000000000000000,7000000000000000000000
553,20220716,4120000000000000000000,4120000000000000000000,4120000000000000000000
554,20220717,3502667000000000000000,3049000000000000000000,3959000000000000000000
555,20220718,4401250000000000000000,3960000000000000000000,5000000000000000000000
556,20220719,4548500000000000000000,3098000000000000000000,5999000000000000000000
557,20220720,3132333000000000000000,2900000000000000000000,3399000000000000000000
558,20220722,3200000000000000000000,3200000000000000000000,3200000000000000000000
559,20220723,4093500000000000000000,3888000000000000000000,4299000000000000000000
560,20220724,6326667000000000000000,12000000000000000000000,3490000000000000000000
561,20220725,6999000000000000000000,6999000000000000000000,6999000000000000000000
562,20220726,4583333000000000000000,3500000000000000000000,6250000000000000000000
563,20220727,5064000000000000000000,4567000000000000000000,5800000000000000000000
564,20220728,6950000000000000000000,6950000000000000000000,6950000000000000000000
565,20220729,8934667000000000000000,12995000000000000000000,9850000000000000000000
566,20220730,4949667000000000000000,4169000000000000000000,5800000000000000000000
567,20220731,3500000000000000000000,3500000000000000000000,3500000000000000000000
568,20220802,3924000000000000000000,3179000000000000000000,4669000000000000000000
569,20220803,4200000000000000000000,4200000000000000000000,4200000000000000000000
570,20220804,3606333000000000000000,3180000000000000000000,4399000000000000000000
571,20220805,3707500000000000000000,3420000000000000000000,3995000000000000000000
572,20220806,4810000000000000000000,3120000000000000000000,6500000000000000000000
573,20220807,6008333000000000000000,5500000000000000000000,6700000000000000000000
574,20220808,4694000000000000000000,3500000000000000000000,5888000000000000000000
575,20220809,5874750000000000000000,10900000000000000000000,4749000000000000000000
576,20220810,5307400000000000000000,3888000000000000000000,6399000000000000000000
577,20220811,9158500000000000000000,15250000000000000000000,3067000000000000000000
578,20220812,4886667000000000000000,3700000000000000000000,5670000000000000000000
579,20220813,3402400000000000000000,3099000000000000000000,4500000000000000000000
580,20220814,2975000000000000000000,2975000000000000000000,2975000000000000000000
581,20220815,2975000000000000000000,2975000000000000000000,2975000000000000000000
582,20220817,6150000000000000000000,4500000000000000000000,7800000000000000000000
583,20220818,4466333000000000000000,3099000000000000000000,5400000000000000000000
584,20220819,3114286000000000000000,2900000000000000000000,3500000000000000000000
585,20220821,5727000000000000000000,3788000000000000000000,6900000000000000000000
586,20220823,3045000000000000000000,3000000000000000000000,3069000000000000000000
587,20220824,3403333000000000000000,3000000000000000000000,3988000000000000000000
588,20220825,3280500000000000000000,3111000000000000000000,3450000000000000000000
589,20220826,3853333000000000000000,3460000000000000000000,4600000000000000000000
590,20220827,3502500000000000000000,3028000000000000000000,3977000000000000000000
591,20220828,4499000000000000000000,4499000000000000000000,4499000000000000000000
592,20220829,6310000000000000000000,16250000000000000000000,4300000000000000000000
593,20220830,3988000000000000000000,3988000000000000000000,3988000000000000000000
594,20220831,4503750000000000000000,3350000000000000000000,6895000000000000000000
595,20220901,5037500000000000000000,4420000000000000000000,6230000000000000000000
596,20220902,4668000000000000000000,4386000000000000000000,4950000000000000000000
597,20220905,4475000000000000000000,4000000000000000000000,4950000000000000000000
598,20220907,4368000000000000000000,3450000000000000000000,4887000000000000000000
599,20220909,4343500000000000000000,3777000000000000000000,4910000000000000000000
600,20220910,4000000000000000000000,4000000000000000000000,4000000000000000000000
601,20220912,4985000000000000000000,4985000000000000000000,4985000000000000000000
602,20220913,3390000000000000000000,3390000000000000000000,3390000000000000000000
603,20220914,5000000000000000000000,5000000000000000000000,5000000000000000000000
604,20220916,3785000000000000000000,3785000000000000000000,3785000000000000000000
605,20220917,3574500000000000000000,3480000000000000000000,3669000000000000000000
606,20220918,4194000000000000000000,3500000000000000000000,4888000000000000000000
607,20220919,3970000000000000000000,3190000000000000000000,4750000000000000000000
608,20220920,3275000000000000000000,3250000000000000000000,3300000000000000000000
609,20220921,4376667000000000000000,3000000000000000000000,6700000000000000000000
610,20220923,4399000000000000000000,4399000000000000000000,4399000000000000000000
611,20220924,4300000000000000000000,4300000000000000000000,4300000000000000000000
612,20220925,6000000000000000000000,6000000000000000000000,6000000000000000000000
613,20220926,4000000000000000000000,4000000000000000000000,4000000000000000000000
614,20220927,5458667000000000000000,3000000000000000000000,7888000000000000000000
615,20220928,5634000000000000000000,3469000000000000000000,7799000000000000000000
616,20220929,3250000000000000000000,3200000000000000000000,3300000000000000000000
617,20220930,3661200000000000000000,3400000000000000000000,4350000000000000000000
618,20221001,4917500000000000000000,3850000000000000000000,5985000000000000000000
619,20221003,3439000000000000000000,3439000000000000000000,3439000000000000000000
620,20221004,4216667000000000000000,3450000000000000000000,4750000000000000000000
621,20221005,4320000000000000000000,4320000000000000000000,4320000000000000000000
622,20221006,3290000000000000000000,3290000000000000000000,3290000000000000000000
623,20221007,3729500000000000000000,3459000000000000000000,4000000000000000000000
624,20221008,4250000000000000000000,4250000000000000000000,4250000000000000000000
625,20221009,5888000000000000000000,5888000000000000000000,5888000000000000000000
626,20221010,6875000000000000000000,4750000000000000000000,9000000000000000000000
627,20221012,5117500000000000000000,3750000000000000000000,6485000000000000000000
628,20221013,3644000000000000000000,3644000000000000000000,3644000000000000000000
629,20221014,4464000000000000000000,3520000000000000000000,5800000000000000000000
630,20221015,3329000000000000000000,3329000000000000000000,3329000000000000000000
631,20221016,5888000000000000000000,5888000000000000000000,5888000000000000000000
632,20221019,2000000000000000000000,2000000000000000000000,2000000000000000000000
633,20221020,4358333000000000000000,3525000000000000000000,5500000000000000000000
634,20221021,5087500000000000000000,3925000000000000000000,6250000000000000000000
635,20221022,4600000000000000000000,3950000000000000000000,5250000000000000000000
636,20221024,5191000000000000000000,3600000000000000000000,6388000000000000000000
637,20221025,5199500000000000000000,4399000000000000000000,6000000000000000000000
638,20221026,4349500000000000000000,3899000000000000000000,4800000000000000000000
639,20221028,4400000000000000000000,4250000000000000000000,4500000000000000000000
640,20221029,3997000000000000000000,3997000000000000000000,3997000000000000000000
641,20221030,4248000000000000000000,4248000000000000000000,4248000000000000000000
642,20221101,10078500000000000000000,15888000000000000000000,4269000000000000000000
643,20221102,4942500000000000000000,3997000000000000000000,5888000000000000000000
644,20221103,6400000000000000000000,6400000000000000000000,6400000000000000000000
645,20221105,3679750000000000000000,3470000000000000000000,4250000000000000000000
646,20221106,7691500000000000000000,13888000000000000000000,8888000000000000000000
647,20221107,6779500000000000000000,11999000000000000000000,6725000000000000000000
648,20221108,6423600000000000000000,12420000000000000000000,5980000000000000000000
649,20221109,4056429000000000000000,3500000000000000000000,4999000000000000000000
650,20221110,4084333000000000000000,3600000000000000000000,4999000000000000000000
651,20221111,5100000000000000000000,4200000000000000000000,6000000000000000000000
652,20221112,3925000000000000000000,3925000000000000000000,3925000000000000000000
653,20221113,4213750000000000000000,3780000000000000000000,4850000000000000000000
654,20221114,7332500000000000000000,13579000000000000000000,5888000000000000000000
655,20221115,5286500000000000000000,3939000000000000000000,8888000000000000000000
656,20221116,4694400000000000000000,3925000000000000000000,5685000000000000000000
657,20221117,8455000000000000000000,15000000000000000000000,6366000000000000000000
658,20221118,4550000000000000000000,4100000000000000000000,5000000000000000000000
659,20221119,4193500000000000000000,3899000000000000000000,4488000000000000000000
660,20221121,4654900000000000000000,3950000000000000000000,5988000000000000000000
661,20221122,4995667000000000000000,4000000000000000000000,6888000000000000000000
662,20221123,4969000000000000000000,4969000000000000000000,4969000000000000000000
663,20221124,4000000000000000000000,4000000000000000000000,4000000000000000000000
664,20221126,6260000000000000000000,4875000000000000000000,9777000000000000000000
665,20221128,4650000000000000000000,4650000000000000000000,4650000000000000000000
666,20221129,4222000000000000000000,4222000000000000000000,4222000000000000000000
667,20221130,7731667000000000000000,6888000000000000000000,8887000000000000000000
668,20221203,4568750000000000000000,4300000000000000000000,4999000000000000000000
669,20221204,3950000000000000000000,3950000000000000000000,3950000000000000000000
670,20221205,5588000000000000000000,5399000000000000000000,5777000000000000000000
671,20221206,6194000000000000000000,4888000000000000000000,7500000000000000000000
672,20221207,10835667000000000000000,19820000000000000000000,8788000000000000000000
673,20221208,5588000000000000000000,5588000000000000000000,5588000000000000000000
674,20221209,4783333000000000000000,4650000000000000000000,4850000000000000000000
675,20221210,6728500000000000000000,6488000000000000000000,6969000000000000000000
676,20221211,6450000000000000000000,6450000000000000000000,6450000000000000000000
677,20221212,4497200000000000000000,3899000000000000000000,5688000000000000000000
678,20221214,4338000000000000000000,3999000000000000000000,4677000000000000000000
679,20221216,4432500000000000000000,4280000000000000000000,4585000000000000000000
680,20221217,4999000000000000000000,4999000000000000000000,4999000000000000000000
681,20221218,4855000000000000000000,4500000000000000000000,5900000000000000000000
682,20221219,14000000000000000000000,14000000000000000000000,14000000000000000000000
683,20221221,5119000000000000000000,4150000000000000000000,6088000000000000000000
684,20221222,3998500000000000000000,3998000000000000000000,3999000000000000000000
685,20221224,4416333000000000000000,3999000000000000000000,4750000000000000000000
686,20221225,6800000000000000000000,6800000000000000000000,6800000000000000000000
687,20221226,6400000000000000000000,10200000000000000000000,4950000000000000000000
688,20221227,4254000000000000000000,4088000000000000000000,4420000000000000000000
689,20221228,6217500000000000000000,5450000000000000000000,6985000000000000000000
690,20221229,7092167000000000000000,12500000000000000000000,6170000000000000000000
691,20221230,10282667000000000000000,12000000000000000000000,8888000000000000000000
692,20221231,4988000000000000000000,4988000000000000000000,4988000000000000000000
693,20230101,5400000000000000000000,5400000000000000000000,5400000000000000000000
694,20230102,7749500000000000000000,7500000000000000000000,7999000000000000000000
695,20230104,11950000000000000000000,24900000000000000000000,5950000000000000000000
696,20230105,5950000000000000000000,5950000000000000000000,5950000000000000000000
697,20230106,6209500000000000000000,5299000000000000000000,7250000000000000000000
698,20230107,4500000000000000000000,4500000000000000000000,4500000000000000000000
699,20230108,6787500000000000000000,5685000000000000000000,7890000000000000000000
700,20230109,4899000000000000000000,4899000000000000000000,4899000000000000000000
701,20230110,11055000000000000000000,12222000000000000000000,9888000000000000000000
702,20230111,5450000000000000000000,5450000000000000000000,5450000000000000000000
703,20230112,7500000000000000000000,10000000000000000000000,5000000000000000000000
704,20230114,6999000000000000000000,6999000000000000000000,6999000000000000000000
705,20230115,4759500000000000000000,4750000000000000000000,4769000000000000000000
706,20230116,3625000000000000000000,3500000000000000000000,3750000000000000000000
707,20230117,5474333000000000000000,3750000000000000000000,6888000000000000000000
708,20230118,3599000000000000000000,3599000000000000000000,3599000000000000000000
709,20230120,3420000000000000000000,3420000000000000000000,3420000000000000000000
710,20230121,3614000000000000000000,3499000000000000000000,3729000000000000000000
711,20230122,3949000000000000000000,3399000000000000000000,4499000000000000000000
712,20230123,3584500000000000000000,2600000000000000000000,4569000000000000000000
713,20230124,5343500000000000000000,4199000000000000000000,6488000000000000000000
714,20230127,5029333000000000000000,4690000000000000000000,5399000000000000000000
715,20230128,3944333000000000000000,3485000000000000000000,4500000000000000000000
716,20230129,3224200000000000000000,2888000000000000000000,3750000000000000000000
717,20230130,5413000000000000000000,14420000000000000000000,3385000000000000000000
718,20230203,2609400000000000000000,2499000000000000000000,2800000000000000000000
719,20230205,4400000000000000000000,4400000000000000000000,4400000000000000000000
720,20230206,3225000000000000000000,2650000000000000000000,3750000000000000000000
721,20230208,2850000000000000000000,2850000000000000000000,2850000000000000000000
722,20230209,3999000000000000000000,3999000000000000000000,3999000000000000000000
723,20230210,2500000000000000000000,2500000000000000000000,2500000000000000000000
724,20230211,2500000000000000000000,2500000000000000000000,2500000000000000000000
725,20230214,2794000000000000000000,2700000000000000000000,2888000000000000000000
726,20230216,2945667000000000000000,2599000000000000000000,3250000000000000000000
727,20230217,5073000000000000000000,12420000000000000000000,3995000000000000000000
728,20230219,2950000000000000000000,2950000000000000000000,2950000000000000000000
729,20230220,3012500000000000000000,2725000000000000000000,3300000000000000000000
730,20230222,4690000000000000000000,4690000000000000000000,4690000000000000000000
731,20230223,2473750000000000000000,2298000000000000000000,3000000000000000000000
732,20230226,4294000000000000000000,2700000000000000000000,5888000000000000000000
733,20230227,3587143000000000000000,2500000000000000000000,4985000000000000000000
734,20230228,3985000000000000000000,3985000000000000000000,3985000000000000000000
735,20230301,5723800000000000000000,18000000000000000000000,2785000000000000000000
736,20230303,3876667000000000000000,2500000000000000000000,6430000000000000000000
737,20230304,3600000000000000000000,2700000000000000000000,4500000000000000000000
738,20230305,3225000000000000000000,2500000000000000000000,4325000000000000000000
739,20230307,2612500000000000000000,2400000000000000000000,2800000000000000000000
740,20230309,2762333000000000000000,2399000000000000000000,4499000000000000000000
741,20230310,3102800000000000000000,2490000000000000000000,3874000000000000000000
742,20230311,2524500000000000000000,2499000000000000000000,2550000000000000000000
743,20230312,2507500000000000000000,2475000000000000000000,2550000000000000000000
744,20230313,2485000000000000000000,2480000000000000000000,2490000000000000000000
745,20230314,3500000000000000000000,3500000000000000000000,3500000000000000000000
746,20230315,2944000000000000000000,2888000000000000000000,3000000000000000000000
747,20230317,2985000000000000000000,2985000000000000000000,2985000000000000000000
748,20230321,2737500000000000000000,2480000000000000000000,3050000000000000000000
749,20230322,4274500000000000000000,2550000000000000000000,5999000000000000000000
750,20230323,4949000000000000000000,4949000000000000000000,4949000000000000000000
751,20230324,2567000000000000000000,2567000000000000000000,2567000000000000000000
752,20230325,3599000000000000000000,3599000000000000000000,3599000000000000000000
753,20230327,3585000000000000000000,3585000000000000000000,3585000000000000000000
754,20230328,2485000000000000000000,2485000000000000000000,2485000000000000000000
755,20230330,3075000000000000000000,2750000000000000000000,3400000000000000000000
756,20230403,2300000000000000000000,2300000000000000000000,2300000000000000000000
757,20230406,4185000000000000000000,4185000000000000000000,4185000000000000000000
758,20230408,1998500000000000000000,1998000000000000000000,1999000000000000000000
759,20230411,3972250000000000000000,3120000000000000000000,4985000000000000000000
760,20230412,5850000000000000000000,5850000000000000000000,5850000000000000000000
761,20230414,3868000000000000000000,3868000000000000000000,3868000000000000000000
762,20230415,6688000000000000000000,6688000000000000000000,6688000000000000000000
763,20230416,2749500000000000000000,1999000000000000000000,3500000000000000000000
764,20230418,3500000000000000000000,3500000000000000000000,3500000000000000000000
765,20230419,3003333000000000000000,2150000000000000000000,3985000000000000000000
766,20230424,2322500000000000000000,1900000000000000000000,2745000000000000000000
767,20230425,2185000000000000000000,2185000000000000000000,2185000000000000000000
768,20230428,1985000000000000000000,1985000000000000000000,1985000000000000000000
769,20230430,2828000000000000000000,2828000000000000000000,2828000000000000000000
770,20230501,3331000000000000000000,2088000000000000000000,3900000000000000000000
771,20230505,3069600000000000000000,1999000000000000000000,4000000000000000000000
772,20230506,2874500000000000000000,2450000000000000000000,3299000000000000000000
773,20230507,3312500000000000000000,2875000000000000000000,3750000000000000000000
774,20230509,4749500000000000000000,2999000000000000000000,6500000000000000000000
775,20230510,4138000000000000000000,3888000000000000000000,4388000000000000000000
776,20230511,2165667000000000000000,2100000000000000000000,2199000000000000000000
777,20230512,3146750000000000000000,2000000000000000000000,4888000000000000000000
778,20230513,2350000000000000000000,2200000000000000000000,2500000000000000000000
779,20230514,2969000000000000000000,2969000000000000000000,2969000000000000000000
780,20230515,3434000000000000000000,3434000000000000000000,3434000000000000000000
781,20230517,2795000000000000000000,2795000000000000000000,2795000000000000000000
782,20230521,2450000000000000000000,2450000000000000000000,2450000000000000000000
783,20230523,3980000000000000000000,3980000000000000000000,3980000000000000000000
784,20230524,2399000000000000000000,2399000000000000000000,2399000000000000000000
785,20230525,2875000000000000000000,2875000000000000000000,2875000000000000000000
786,20230526,2785000000000000000000,2785000000000000000000,2785000000000000000000
787,20230527,6250000000000000000000,10000000000000000000000,2500000000000000000000
788,20230528,7888000000000000000000,7888000000000000000000,7888000000000000000000
789,20230529,3049500000000000000000,1900000000000000000000,4199000000000000000000
790,20230530,2300000000000000000000,2300000000000000000000,2300000000000000000000
791,20230531,2700000000000000000000,2700000000000000000000,2700000000000000000000
792,20230601,2199000000000000000000,2199000000000000000000,2199000000000000000000
793,20230602,2499000000000000000000,2499000000000000000000,2499000000000000000000
794,20230605,5950000000000000000000,5950000000000000000000,5950000000000000000000
795,20230606,3400000000000000000000,3400000000000000000000,3400000000000000000000
796,20230609,3241000000000000000000,3232000000000000000000,3250000000000000000000
797,20230610,3194250000000000000000,2499000000000000000000,4400000000000000000000
798,20230611,5336500000000000000000,3000000000000000000000,7420000000000000000000
799,20230612,3297500000000000000000,2845000000000000000000,3750000000000000000000
800,20230614,2549500000000000000000,2399000000000000000000,2700000000000000000000
801,20230615,2274000000000000000000,2249000000000000000000,2299000000000000000000
802,20230617,5397500000000000000000,3745000000000000000000,7000000000000000000000
803,20230618,3888000000000000000000,3888000000000000000000,3888000000000000000000
804,20230620,3104750000000000000000,2288000000000000000000,3998000000000000000000
805,20230621,3048750000000000000000,2845000000000000000000,3450000000000000000000
806,20230622,2448600000000000000000,2200000000000000000000,3045000000000000000000
807,20230623,2399000000000000000000,2399000000000000000000,2399000000000000000000
808,20230624,2849500000000000000000,2800000000000000000000,2899000000000000000000
809,20230625,2299000000000000000000,2299000000000000000000,2299000000000000000000
810,20230628,2999000000000000000000,2999000000000000000000,2999000000000000000000
811,20230629,4544667000000000000000,4096000000000000000000,4788000000000000000000
812,20230701,2293500000000000000000,2287000000000000000000,2300000000000000000000
813,20230702,2349000000000000000000,2349000000000000000000,2349000000000000000000
814,20230703,3500000000000000000000,3500000000000000000000,3500000000000000000000
815,20230704,2650000000000000000000,2450000000000000000000,2850000000000000000000
816,20230707,2699000000000000000000,2699000000000000000000,2699000000000000000000
817,20230708,6388167000000000000000,3245000000000000000000,9899000000000000000000
818,20230709,2800000000000000000000,2800000000000000000000,2800000000000000000000
819,20230713,2845000000000000000000,2845000000000000000000,2845000000000000000000
820,20230714,3197500000000000000000,2850000000000000000000,3545000000000000000000
821,20230716,2699500000000000000000,2500000000000000000000,2899000000000000000000
822,20230718,2293500000000000000000,2288000000000000000000,2299000000000000000000
823,20230719,3000000000000000000000,3000000000000000000000,3000000000000000000000
824,20230720,2410000000000000000000,2410000000000000000000,2410000000000000000000
825,20230723,2448000000000000000000,2448000000000000000000,2448000000000000000000
826,20230725,1999000000000000000000,1999000000000000000000,1999000000000000000000
827,20230726,6274750000000000000000,19000000000000000000000,2100000000000000000000
828,20230727,2049500000000000000000,1999000000000000000000,2100000000000000000000
829,20230728,1973750000000000000000,1948000000000000000000,1999000000000000000000
830,20230731,2650000000000000000000,2650000000000000000000,2650000000000000000000
831,20230801,1998667000000000000000,1997000000000000000000,2000000000000000000000
832,20230803,4388000000000000000000,4388000000000000000000,4388000000000000000000
833,20230806,2000000000000000000000,2000000000000000000000,2000000000000000000000
834,20230811,2110000000000000000000,2110000000000000000000,2110000000000000000000
835,20230813,3399000000000000000000,3399000000000000000000,3399000000000000000000
836,20230814,2488000000000000000000,2488000000000000000000,2488000000000000000000
837,20230815,1998500000000000000000,1997000000000000000000,2000000000000000000000
838,20230818,3399000000000000000000,3399000000000000000000,3399000000000000000000
839,20230819,2233000000000000000000,2233000000000000000000,2233000000000000000000
840,20230820,2349500000000000000000,2099000000000000000000,2600000000000000000000
841,20230821,2100000000000000000000,2100000000000000000000,2100000000000000000000
842,20230824,3699000000000000000000,3699000000000000000000,3699000000000000000000
843,20230825,3425000000000000000000,3425000000000000000000,3425000000000000000000
